,자사주문번호,거래처,주문일,사은품여부,출고예정일,주문/배송상태,운송장등록일자,상품명,상품수량,덤상품수량,상품유형,상품타입,매출액,자재명,초기자재수량,주문수량,취소수량,반품수량,배송유형,마감구분,클레임 상태,상품순번
0,40787430531512147,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 07:18:05,오천년의 신비 명품천일염(굵은입자) 10kg,1,0,단일 상품,일반,34430,명품천일염오천년의신비굵은입자10kg,1,1,0,0,택배배송,상온,,
1,40787430531510211,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 07:18:04,오천년의 신비 명품천일염(굵은입자) 10kg,1,0,단일 상품,일반,34430,명품천일염오천년의신비굵은입자10kg,1,1,0,0,택배배송,상온,,
2,40787430531510193,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 06:54:03,한입쏙 비엔나 120Gx2,2,0,단일 상품,일반,7660,한입쏙 비엔나 120G*2_BC(12입)/냉장,2,2,0,0,택배배송,냉장,,
3,40787430531510193,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 06:54:03,[11번가] 고메 함박스테이크 152Gx5개,1,0,묶음 상품,일반,16500,고메함박스테이크152G(22입)/냉장,5,5,0,0,택배배송,냉장,,
4,40787430531510193,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 06:54:03,[11번가] 고메 함박스테이크 152Gx5개,1,0,묶음 상품,일반,16500,고메함박스테이크152G(22입)/냉장,5,5,0,0,택배배송,냉장,,
5,40787430531509533,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 15:42:07,[복합_마켓전략]에어프라이어 칼집 군밤 톡톡까먹어밤 500GX3,3,0,묶음 상품,일반,85500,에어프라이어군밤(톡톡까먹어밤)500G/냉동,9,9,0,0,택배배송,냉동,,
6,40787430531508736,외부몰_직거래_11번가(신),20230530,N,20230602,배송 완료,2023-06-01 15:42:07,삼호 맑은어묵탕374G,10,0,단일 상품,일반,44800,삼호/모둠어묵탕374G/냉장,10,10,0,0,택배배송,냉장,,
7,40787430531508735,외부몰_직거래_11번가(신),20230530,N,20230602,배송 완료,2023-06-01 06:42:01,[11번가] 백설 초코칩 쿠키믹스 290g,1,0,단일 상품,일반,3330,초코칩쿠키믹스290G(10입/NEW),1,1,0,0,택배배송,상온,,
8,40787430531508735,외부몰_직거래_11번가(신),20230530,N,20230602,배송 완료,2023-06-01 06:42:01,[11번가] 백설 오븐용 깨찰빵믹스 500g,1,0,단일 상품,일반,5900,오븐용깨찰빵믹스500G임가공,1,1,0,0,택배배송,상온,,
9,40787430531508735,외부몰_직거래_11번가(신),20230530,N,20230602,배송 완료,2023-06-01 06:42:01,[11번가] 백설 찹쌀호떡믹스 400g,1,0,단일 상품,일반,3330,A)찹쌀호떡믹스400G(신규)/상온,1,1,0,0,택배배송,상온,,
10,40787430531508734,외부몰_직거래_11번가(신),20230530,N,20230602,배송 완료,2023-06-01 06:42:01,[11번가]백설 닭볶음탕양념 490g,10,0,단일 상품,일반,36000,백설/백설닭볶음탕양념490G/상온,10,10,0,0,택배배송,상온,,
11,40787430531507482,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 07:18:02,[11번가]비비고 베이컨 김치볶음 70g,10,0,단일 상품,일반,18000,비비고/베이컨 김치볶음 70G,10,10,0,0,택배배송,상온,,
12,40787430531507469,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 07:18:02,하얀설탕15kg,2,0,단일 상품,일반,43960,하얀설탕15kg,2,2,0,0,택배배송,상온,,
13,40787430531506826,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 06:54:03,비비고 순살고등어구이 60gX2,1,0,묶음 상품,일반,10244,비비고/순살고등어구이 60G/냉장,2,2,0,0,택배배송,냉장,,
14,40787430531506826,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 06:54:03,비비고 노릇하게 구운 갈치구이 70gX2,1,0,묶음 상품,일반,12818,비비고/노릇하게 구운 갈치구이 70G/냉장,2,2,0,0,택배배송,냉장,,
15,40787430531506826,외부몰_직거래_11번가(신),20230531,N,20230602,배송 완료,2023-06-01 06:54:03,비비고 순살삼치구이 60gX2,1,0,묶음 상품,일반,10238,비비고/순살삼치구이 60G/냉장,2,2,0,0,택배배송,냉장,,
16,40787430531506152,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-05-31 15:33:14,갈색설탕15Kg,2,0,단일 상품,일반,60960,갈색설탕15KG/상온,2,2,0,0,택배배송,상온,,
17,40787430531506139,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-06-01 15:42:06,[복합_마켓전략]시원 아삭한 비비고 포기김치 10kg+총각김치 900g,1,0,복합 상품,일반,69000,비비고/포기배추김치5KG/냉장,2,2,0,0,택배배송,냉장,,
18,40787430531506139,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-06-01 15:42:06,[복합_마켓전략]시원 아삭한 비비고 포기김치 10kg+총각김치 900g,1,0,복합 상품,일반,11900,비비고/총각김치900G_GGNH/냉장,1,1,0,0,택배배송,냉장,,
19,40787430531506129,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-05-31 15:33:14,오천년의 신비 명품천일염(굵은입자) 10kg,2,0,단일 상품,일반,68860,명품천일염오천년의신비굵은입자10kg,2,2,0,0,택배배송,상온,,
20,40787430531506119,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-05-31 15:33:14,오천년의 신비 명품천일염(굵은입자) 10kg,2,0,단일 상품,일반,68860,명품천일염오천년의신비굵은입자10kg,2,2,0,0,택배배송,상온,,
21,40787430531505018,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-05-31 15:33:13,[11번가] 다담 안동찜닭 양념 220gX6개,3,0,묶음 상품,일반,35700,다담/안동찜닭 양념 220G/냉장,18,18,0,0,택배배송,냉장,,
22,40787430531504121,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-06-01 10:30:03,비비고 BASIC 포기배추김치 10kg(직택배),1,0,단일 상품,일반,49900,비비고/포기배추김치 10KG(직택배)/냉장,1,1,0,0,택배배송,김치,,
23,40787430531504109,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-05-31 15:33:12,삼호어묵 부산어묵 바른사각 240g,2,0,단일 상품,일반,2420,삼호/부산어묵 바른사각 240G_25입/냉장,2,2,0,0,택배배송,냉장,,
24,40787430531504098,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-05-31 15:33:12,오천년의 신비 명품천일염(굵은입자) 10kg,1,0,단일 상품,일반,34430,명품천일염오천년의신비굵은입자10kg,1,1,0,0,택배배송,상온,,
25,40787430531504084,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-06-01 06:54:03,[11번가] 백설 다담된장찌개전용530g,1,0,단일 상품,일반,5768,다담 된장찌개양념 530G/냉장,1,1,0,0,택배배송,냉장,,
26,40787430531504084,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-06-01 06:54:03,[11번가] 다담 우렁강된장 비빔 양념 140GX3개입,1,0,묶음 상품,일반,5440,다담/우렁강된장비빔양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
27,40787430531504084,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-06-01 06:54:03,우렁강된장비빔양념140GX4개,1,0,묶음 상품,일반,7254,다담/우렁강된장비빔양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,,
28,40787430531504084,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-06-01 06:54:03,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,5438,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
29,40787430531500844,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-06-01 10:30:03,비비고 BASIC 포기배추김치 10kg(직택배),1,0,단일 상품,일반,49900,비비고/포기배추김치 10KG(직택배)/냉장,1,1,0,0,택배배송,김치,,
30,40787430531495440,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-05-31 15:33:06,[11번가]바질&로즈마리드레싱 235g,5,0,단일 상품,일반,21400,씨제이/바질로즈마리드레싱235G/12입/냉장,5,5,0,0,택배배송,냉장,,
31,40787430531495428,외부몰_직거래_11번가(신),20230531,N,20230601,배송 완료,2023-05-31 15:33:06,[공용_마켓전략]즐거운동행 풍국면 들기름막국수 266g 2개,4,0,묶음 상품,일반,36000,즐거운동행/풍국면 들기름막국수 266G/상온,8,8,0,0,택배배송,상온,,
32,40787430531495412,외부몰_직거래_11번가(신),20230530,N,20230601,주문취소,,[11번가] 백설 다담된장찌개전용530g,1,0,단일 상품,일반,0,다담 된장찌개양념 530G/냉장,1,0,1,0,택배배송,냉장,,
33,40787430531495412,외부몰_직거래_11번가(신),20230530,N,20230601,주문취소,,[11번가] 다담 정통된장찌개 양념 140gX3개,1,0,묶음 상품,일반,0,다담/정통된장찌개양념 140G/24입/냉장,3,0,3,0,택배배송,냉장,,
34,40787430531495412,외부몰_직거래_11번가(신),20230530,N,20230601,주문취소,,우렁강된장비빔양념140GX4개,1,0,묶음 상품,일반,0,다담/우렁강된장비빔양념 140G/24입/냉장,4,0,4,0,택배배송,냉장,,
35,40787430531495412,외부몰_직거래_11번가(신),20230530,N,20230601,주문취소,,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,0,다담/정통된장찌개양념 140G/24입/냉장,3,0,3,0,택배배송,냉장,,
36,40787430531495406,외부몰_직거래_11번가(신),20230530,N,20230601,배송 완료,2023-06-01 10:30:03,비비고 BASIC 포기배추김치 10kg(직택배),1,0,단일 상품,일반,49900,비비고/포기배추김치 10KG(직택배)/냉장,1,1,0,0,택배배송,김치,,
37,40787430530493184,외부몰_직거래_11번가(신),20230530,N,20230601,배송 완료,2023-05-31 06:33:03,[복합_마켓전략]밸런스밀 고단백 한끼 식사(귀리5개 카카오5개),1,0,복합 상품,일반,10000,밸런스밀 쉐이크 귀리 50G/상온,5,5,0,0,택배배송,상온,,
38,40787430530493184,외부몰_직거래_11번가(신),20230530,N,20230601,배송 완료,2023-05-31 06:33:03,[복합_마켓전략]밸런스밀 고단백 한끼 식사(귀리5개 카카오5개),1,0,복합 상품,일반,10000,B)밸런스밀 쉐이크 카카오 50G/상온,5,5,0,0,택배배송,상온,,
39,40787430530490174,외부몰_직거래_11번가(신),20230530,N,20230601,배송 완료,2023-05-31 06:09:01,비비고 순살삼치구이 60gX2,1,0,묶음 상품,일반,10666,비비고/순살삼치구이 60G/냉장,2,2,0,0,택배배송,냉장,,
40,40787430530490174,외부몰_직거래_11번가(신),20230530,N,20230601,배송 완료,2023-05-31 06:09:01,비비고 순살고등어구이 60gX2,1,0,묶음 상품,일반,10666,비비고/순살고등어구이 60G/냉장,2,2,0,0,택배배송,냉장,,
41,40787430530490174,외부몰_직거래_11번가(신),20230530,N,20230601,배송 완료,2023-05-31 06:09:01,비비고 노릇하게 구운 갈치구이 70g,1,0,단일 상품,일반,6668,비비고/노릇하게 구운 갈치구이 70G/냉장,1,1,0,0,택배배송,냉장,,
42,40787430530490168,외부몰_직거래_11번가(신),20230530,N,20230601,배송 완료,2023-05-31 15:33:03,[11번가]백설 프락토 올리고당 2.45kg,4,0,단일 상품,일반,33120,올리고당2.45KG/상온,4,4,0,0,택배배송,상온,,
43,40787430530486708,외부몰_직거래_11번가(신),20230530,N,20230601,배송 완료,2023-05-31 15:33:03,삼호어묵 부산어묵 바른사각 240g,2,0,단일 상품,일반,2420,삼호/부산어묵 바른사각 240G_25입/냉장,2,2,0,0,택배배송,냉장,,
44,40787430530482957,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-30 15:33:01,[복합_마켓전략]밸런스밀 고단백 한끼 식사(귀리5개 카카오5개),1,0,복합 상품,일반,10000,밸런스밀 쉐이크 귀리 50G/상온,5,5,0,0,택배배송,상온,,
45,40787430530482957,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-30 15:33:01,[복합_마켓전략]밸런스밀 고단백 한끼 식사(귀리5개 카카오5개),1,0,복합 상품,일반,10000,B)밸런스밀 쉐이크 카카오 50G/상온,5,5,0,0,택배배송,상온,,
46,40787430530482948,외부몰_직거래_11번가(신),20230530,N,20230531,주문취소,,고메 순살치킨 스윗허니 450g,3,0,단일 상품,일반,0,고메 순살치킨 허니 450G/냉동,3,0,3,0,택배배송,냉동,,
47,40787430530482942,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-31 11:00:02,비비고 BASIC 포기배추김치 10kg(직택배),1,0,단일 상품,일반,49900,비비고/포기배추김치 10KG(직택배)/냉장,1,1,0,0,택배배송,김치,,
48,40787430530482931,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-30 15:27:03,삼호어묵 부산어묵 바른사각 240g,17,0,단일 상품,일반,20570,삼호/부산어묵 바른사각 240G_25입/냉장,17,17,0,0,택배배송,냉장,,
49,40787430530478491,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-31 06:09:00,[11번가] 다담 냉이된장찌개양념 140gX3개,1,0,묶음 상품,일반,5217,다담/냉이된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
50,40787430530478491,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-31 06:09:00,[11번가] 다담 정통된장찌개 양념 140gX3개,1,0,묶음 상품,일반,5217,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
51,40787430530478491,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-31 06:09:00,[11번가] 다담 냉이 된장찌개 양념 140GX4,1,0,묶음 상품,일반,6955,다담/냉이된장찌개양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,,
52,40787430530478491,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-31 06:09:00,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,5211,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
53,40787430530478476,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-30 15:27:01,햇반 치킨갈릭마요주먹밥 500g,2,0,단일 상품,선물세트,15960,햇반/치킨갈릭마요주먹밥 500G/냉동,2,2,0,0,택배배송,냉동,,
54,40787430530477373,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-31 06:48:05,오천년의 신비 명품천일염(굵은입자) 10kg,1,0,단일 상품,일반,34430,명품천일염오천년의신비굵은입자10kg,1,1,0,0,택배배송,상온,,
55,40787430530477358,외부몰_직거래_11번가(신),20230528,N,20230602,배송 완료,2023-05-30 15:33:01,[복합_마켓전략]쁘띠첼 과일젤리 어린이 간식세트 5종 15개(개당210g),1,0,복합 상품,일반,0,쁘띠첼/과일젤리밀감210G_24EA,3,0,0,3,택배배송,상온,,
56,40787430530477358,외부몰_직거래_11번가(신),20230528,N,20230602,배송 완료,2023-05-30 15:33:01,[복합_마켓전략]쁘띠첼 과일젤리 어린이 간식세트 5종 15개(개당210g),1,0,복합 상품,일반,0,쁘띠첼/과일젤리포도210G_24EA,3,0,0,3,택배배송,상온,,
57,40787430530477358,외부몰_직거래_11번가(신),20230528,N,20230602,배송 완료,2023-05-30 15:33:01,[복합_마켓전략]쁘띠첼 과일젤리 어린이 간식세트 5종 15개(개당210g),1,0,복합 상품,일반,0,쁘띠첼/과일젤리복숭아210G_24EA,3,0,0,3,택배배송,상온,,
58,40787430530477358,외부몰_직거래_11번가(신),20230528,N,20230602,배송 완료,2023-05-30 15:33:01,[복합_마켓전략]쁘띠첼 과일젤리 어린이 간식세트 5종 15개(개당210g),1,0,복합 상품,일반,0,쁘띠첼/과일젤리파인애플 210G_24EA,3,0,0,3,택배배송,상온,,
59,40787430530477358,외부몰_직거래_11번가(신),20230528,N,20230602,배송 완료,2023-05-30 15:33:01,[복합_마켓전략]쁘띠첼 과일젤리 어린이 간식세트 5종 15개(개당210g),1,0,복합 상품,일반,0,쁘띠첼/코코그린애플210G_24EA,3,0,0,3,택배배송,상온,,
60,40787430530469219,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-30 15:27:06,비비고 포기배추김치 3.3kg,1,0,단일 상품,일반,33800,비비고/포기배추김치3.3KG(4입)/냉장,1,1,0,0,택배배송,냉장,,
61,40787430530469210,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 11:27:01,백설 건강발효 사과식초 800ml,3,0,단일 상품,일반,11100,백설/건강발효 사과식초 800ML/상온,3,3,0,0,택배배송,냉동,,
62,40787430530469199,외부몰_직거래_11번가(신),20230528,N,20230531,배송 완료,2023-05-31 06:33:01,[11번가]올리브유 500ml,1,0,단일 상품,일반,11000,압착올리브유500ML(20년리뉴얼)/상온,1,1,0,0,택배배송,상온,,
63,40787430530469199,외부몰_직거래_11번가(신),20230528,N,20230531,배송 완료,2023-05-31 06:33:01,부침가루1kg,3,0,단일 상품,일반,10140,부침가루1kg,3,3,0,0,택배배송,냉장,,
64,40787430530469199,외부몰_직거래_11번가(신),20230528,N,20230531,배송 완료,2023-05-31 06:33:01,햇반 치킨갈릭마요주먹밥 500g,1,0,단일 상품,선물세트,7980,햇반/치킨갈릭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,,
65,40787430530469190,외부몰_직거래_11번가(신),20230528,N,20230531,배송 완료,2023-05-30 15:27:06,[11번가]계란을 입혀 부쳐먹으면 정말 맛있는 소시지 160g,19,0,단일 상품,일반,28500,정말맛있는소시지160g,19,19,0,0,택배배송,냉장,,
66,40787430530469184,외부몰_직거래_11번가(신),20230528,N,20230531,배송 완료,2023-05-30 15:27:06,주부초밥왕 새콤달콤꼬마149.2g,3,0,단일 상품,일반,8940,주부초밥왕/새콤달콤 꼬마 149.2g/냉장,3,3,0,0,택배배송,냉장,,
67,40787430530461001,외부몰_직거래_11번가(신),20230530,N,20230531,배송 완료,2023-05-30 15:27:03,비비고 썰은배추김치 더풍부한맛 900g,1,0,단일 상품,일반,10900,비비고/썰은배추더풍부한맛900G(6입)/냉장,1,1,0,0,택배배송,냉장,,
68,40787430529458634,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 05:27:04,[11번가] 비비고 고등어구이 60Gx3개,1,0,묶음 상품,일반,13275,비비고/고등어구이 60G/냉장,3,3,0,0,택배배송,냉장,,
69,40787430529458634,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 05:27:04,[11번가] 비비고 고등어구이 60Gx3개,1,0,묶음 상품,일반,13275,비비고/고등어구이 60G/냉장,3,3,0,0,택배배송,냉장,,
70,40787430529458634,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 05:27:04,[11번가] 비비고 고등어구이 60Gx2개,1,0,묶음 상품,일반,8850,비비고/고등어구이 60G/냉장,2,2,0,0,택배배송,냉장,,
71,40787430529458634,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 05:27:04,비비고 노릇하게 구운 갈치구이 70gX2,1,0,묶음 상품,일반,12880,비비고/노릇하게 구운 갈치구이 70G/냉장,2,2,0,0,택배배송,냉장,,
72,40787430529458634,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 05:27:04,비비고 노릇하게 구운 갈치구이 70gX2,1,0,묶음 상품,일반,12880,비비고/노릇하게 구운 갈치구이 70G/냉장,2,2,0,0,택배배송,냉장,,
73,40787430529458634,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 05:27:04,비비고 노릇하게 구운 갈치구이 70g,1,0,단일 상품,일반,6440,비비고/노릇하게 구운 갈치구이 70G/냉장,1,1,0,0,택배배송,냉장,,
74,40787430529457445,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-31 06:09:02,[11번가] 다담 바지락 순두부찌개 양념 140GX3개입,1,0,묶음 상품,일반,5170,다담/순두부찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
75,40787430529457445,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-31 06:09:02,[11번가] 다담 우렁강된장 비빔 양념 140GX3개입,1,0,묶음 상품,일반,5170,다담/우렁강된장비빔양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
76,40787430529457445,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-31 06:09:02,[11번가] 다담 냉이 된장찌개 양념 140GX4,1,0,묶음 상품,일반,6893,다담/냉이된장찌개양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,,
77,40787430529457445,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-31 06:09:02,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,5167,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
78,40787430529457445,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-31 06:09:02,[11번가] 다담 청국장찌개양념 130gX4개,1,0,묶음 상품,일반,6886,다담/청국장찌개양념 130G/24입/냉장,4,4,0,0,택배배송,냉장,,
79,40787430529457445,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-31 06:09:02,[11번가] 다담 우렁강된장 비빔 양념 140GX3개입,1,0,묶음 상품,일반,5165,다담/우렁강된장비빔양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
80,40787430529457445,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-31 06:09:02,[11번가] 다담 냉이 된장찌개 양념 140GX4,1,0,묶음 상품,일반,6886,다담/냉이된장찌개양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,,
81,40787430529457445,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-31 06:09:02,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,5163,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
82,40787430529455292,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 06:03:02,비비고 청양고기만두 400gx2,1,0,단일 상품,일반,9480,비비고/청양고기만두400G*2/번들/냉동,1,1,0,0,택배배송,냉동,,
83,40787430529454216,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 06:03:05,삼호 꼬치어묵600g,5,0,단일 상품,일반,47700,B)삼호 꼬치어묵600G/냉동,5,5,0,0,택배배송,냉장,,
84,40787430529452995,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 06:03:03,비비고 썰은배추김치3kg,1,0,단일 상품,일반,31800,비비고/썰은배추김치3KG(4입)/냉장,1,1,0,0,택배배송,냉장,,
85,40787430529452978,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 05:54:03,[11번가]비비고 차돌육개장 500g x 3,1,0,묶음 상품,일반,19747,비비고/차돌육개장500G/상온,3,3,0,0,택배배송,상온,,
86,40787430529452978,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 05:54:03,[11번가] 비비고 된장찌개 460gx3개,1,0,묶음 상품,일반,13653,비비고/된장찌개 460G(16입)/상온,3,3,0,0,택배배송,상온,,
87,40787430529451919,외부몰_직거래_11번가(신),20230529,N,20230531,배송 완료,2023-05-30 11:42:09,오천년의 신비 명품천일염(굵은입자) 10kg,1,0,단일 상품,일반,34430,명품천일염오천년의신비굵은입자10kg,1,1,0,0,택배배송,상온,,
88,40787430529450795,외부몰_직거래_11번가(신),20230529,N,20230530,주문취소,,비비고 BASIC 포기배추김치 10kg(직택배),1,0,단일 상품,일반,0,비비고/포기배추김치 10KG(직택배)/냉장,1,0,1,0,택배배송,김치,,
89,40787430529448865,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-31 10:18:01,비비고 BASIC 포기배추김치 10kg(직택배),1,0,단일 상품,일반,49900,비비고/포기배추김치 10KG(직택배)/냉장,1,1,0,0,택배배송,김치,,
90,40787430529448854,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 15:39:05,[11번가] 고메 치즈크리스피핫도그425g,1,0,단일 상품,일반,9966,고메/치즈크리스피핫도그 340G/냉동,1,1,0,0,택배배송,냉동,,
91,40787430529448854,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 15:39:05,[11번가] 고메 치즈크리스피핫도그425g,1,0,단일 상품,일반,9966,고메/치즈크리스피핫도그 340G/냉동,1,1,0,0,택배배송,냉동,,
92,40787430529448854,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 15:39:05,[11번가] 고메 치즈크리스피핫도그425g,1,0,단일 상품,일반,9968,고메/치즈크리스피핫도그 340G/냉동,1,1,0,0,택배배송,냉동,,
93,40787430529448839,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 15:12:05,[11번가] 백설 다담된장찌개전용530g,1,0,단일 상품,일반,5647,다담 된장찌개양념 530G/냉장,1,1,0,0,택배배송,냉장,,
94,40787430529448839,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 15:12:05,[11번가] 다담 정통된장찌개 양념 140gX3개,1,0,묶음 상품,일반,5326,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
95,40787430529448839,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 15:12:05,[11번가] 다담 순두부찌개양념 140gX4개,1,0,묶음 상품,일반,7102,다담/순두부찌개양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,,
96,40787430529448839,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 15:12:05,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,5325,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,,
97,40787430529448828,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 15:12:05,[복합_마켓전략]다담 찌개양념 베스트(순두부5/정통된장5/부대찌개5),1,0,복합 상품,일반,7749,다담/정통된장찌개양념 140G/24입/냉장,5,5,0,0,택배배송,냉장,,
98,40787430529448828,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 15:12:05,[복합_마켓전략]다담 찌개양념 베스트(순두부5/정통된장5/부대찌개5),1,0,복합 상품,일반,7749,다담/순두부찌개양념 140G/24입/냉장,5,5,0,0,택배배송,냉장,,
99,40787430529448828,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 15:12:05,[복합_마켓전략]다담 찌개양념 베스트(순두부5/정통된장5/부대찌개5),1,0,복합 상품,일반,7752,다담/부대찌개양념 140G/24입/냉장,5,5,0,0,택배배송,냉장,,
100,40787430529447638,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 18:18:03,[11번가] 고메 중화짬뽕 652g,1,0,단일 상품,일반,8593,고메/(리뉴얼)중화짬뽕/652G/냉동,1,1,0,0,택배배송,냉동,,
101,40787430529447638,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 18:18:03,[11번가] 비비고 얼큰버섯칼국수632g,1,0,단일 상품,일반,8593,비비고/얼큰버섯칼국수632G/2인분/냉동,1,1,0,0,택배배송,냉동,,
102,40787430529447638,외부몰_직거래_11번가(신),20230529,N,20230530,배송 완료,2023-05-29 18:18:03,[11번가]비비고 시원바지락칼국수642g(2인분),1,0,단일 상품,일반,8594,비비고/시원바지락칼국수642G/2인분/냉동,1,1,0,0,택배배송,냉동,,
