,자사주문번호,거래처,주문일,사은품여부,출고예정일,주문/배송상태,운송장등록일자,상품명,상품수량,덤상품수량,상품유형,상품타입,매출액,자재명,초기자재수량,주문수량,취소수량,반품수량,배송유형,마감구분,클레임 상태,상품순번
733,40787430513186445,외부몰_직거래_11번가(신),20230513,N,20230515,배송 완료,2023-05-14 04:54:03,[공용_마켓전략]백설 다담 멸치볶음 반찬양념 150g,2,0,단일 상품,일반,5440,다담 멸치볶음양념 150G/냉장,2,2,0,0,택배배송,냉장,-,31.0
734,40787430513184250,외부몰_직거래_11번가(신),20230513,N,20230514,배송 완료,2023-05-14 04:54:02,[복합_마켓전략]주먹밥쟁여두기(스팸김치2+참치마요2+불고기2),1,0,복합 상품,일반,11300,햇반/쿡반 스팸김치주먹밥 500G/냉동,2,2,0,0,택배배송,냉동,-,11.0
735,40787430513184250,외부몰_직거래_11번가(신),20230513,N,20230514,배송 완료,2023-05-14 04:54:02,[복합_마켓전략]주먹밥쟁여두기(스팸김치2+참치마요2+불고기2),1,0,복합 상품,일반,11300,햇반/쿡반 참치마요주먹밥 500G/냉동,2,2,0,0,택배배송,냉동,-,11.0
736,40787430513184250,외부몰_직거래_11번가(신),20230513,N,20230514,배송 완료,2023-05-14 04:54:02,[복합_마켓전략]주먹밥쟁여두기(스팸김치2+참치마요2+불고기2),1,0,복합 상품,일반,11300,햇반/불고기주먹밥 500G_UJ/냉동,2,2,0,0,택배배송,냉동,-,11.0
737,40787430513181977,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-14 05:27:04,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/소고기버섯주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
738,40787430513181977,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-14 05:27:04,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/쿡반 불닭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
739,40787430513181977,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-14 05:27:04,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/치킨갈릭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
740,40787430513181977,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-14 05:27:04,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/버터장조림주먹밥 500G_UJ/냉동,1,1,0,0,택배배송,냉동,-,11.0
741,40787430513181977,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-14 05:27:04,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/치즈닭갈비주먹밥 500G_UJ/냉동,1,1,0,0,택배배송,냉동,-,11.0
742,40787430513181977,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-14 05:27:04,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/김치치즈주먹밥 500G_BC/냉동,1,1,0,0,택배배송,냉동,-,11.0
743,40787430512181318,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:01,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/소고기버섯주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
744,40787430512181318,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:01,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/쿡반 불닭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
745,40787430512181318,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:01,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/치킨갈릭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
746,40787430512181318,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:01,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/버터장조림주먹밥 500G_UJ/냉동,1,1,0,0,택배배송,냉동,-,11.0
747,40787430512181318,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:01,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/치즈닭갈비주먹밥 500G_UJ/냉동,1,1,0,0,택배배송,냉동,-,11.0
748,40787430512181318,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:01,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/김치치즈주먹밥 500G_BC/냉동,1,1,0,0,택배배송,냉동,-,11.0
749,40787430512181305,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:01,[복합_마켓전략]에어프라이어 칼집 군밤 톡톡까먹어밤 500GX3,1,0,묶음 상품,일반,28500,에어프라이어군밤(톡톡까먹어밤)500G/냉동,3,3,0,0,택배배송,냉동,-,11.0
750,40787430512180716,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:07,[복합_마켓전략][번들_마켓전략]더건강한닭가슴살 큐브톡톡 ALL 96g(10+10),1,0,묶음 상품,일반,39800,더건강한닭가슴살 큐브톡톡 ALL 96G/냉장,20,20,0,0,택배배송,냉장,-,11.0
751,40787430512179494,외부몰_직거래_11번가(신),20230512,N,20230515,배송 완료,2023-05-15 10:12:03,비비고 BASIC 포기배추김치 10kg(직택배),1,0,단일 상품,일반,69900,비비고/포기배추김치 10KG(직택배)/냉장,1,1,0,0,택배배송,김치,-,11.0
752,40787430512178938,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:01,다담 된장찌개 양념  530gx3,2,0,묶음 상품,일반,35880,다담 된장찌개양념 530G/냉장,6,6,0,0,택배배송,냉장,-,11.0
753,40787430512178924,외부몰_직거래_11번가(신),20230512,N,20230517,배송 완료,2023-05-16 06:18:04,비비고테이블 특설렁탕700G X4팩,1,0,묶음 상품,일반,30000,비비고/특설렁탕 700G (10입)/냉동,4,4,0,0,택배배송,냉동,-,11.0
754,40787430512178320,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:07,비비고 노릇하게 구운 갈치구이 70gX2,1,0,묶음 상품,일반,12880,비비고/노릇하게 구운 갈치구이 70G/냉장,2,2,0,0,택배배송,냉장,-,11.0
755,40787430512178320,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:07,비비고 노릇하게 구운 갈치구이 70gX2,1,0,묶음 상품,일반,12880,비비고/노릇하게 구운 갈치구이 70G/냉장,2,2,0,0,택배배송,냉장,-,12.0
756,40787430512178320,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:07,비비고 노릇하게 구운 갈치구이 70g,1,0,단일 상품,일반,6440,비비고/노릇하게 구운 갈치구이 70G/냉장,1,1,0,0,택배배송,냉장,-,13.0
757,40787430512177734,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:06,갈색설탕15Kg,3,0,단일 상품,일반,91440,갈색설탕15KG/상온,3,3,0,0,택배배송,상온,-,11.0
758,40787430512177151,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[CJ] 오리엔탈드레싱260G,6,0,단일 상품,일반,23340,씨제이/오리엔탈드레싱260G(12입)/냉장,6,6,0,0,택배배송,냉장,-,11.0
759,40787430512177132,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/소고기버섯주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
760,40787430512177132,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/쿡반 불닭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
761,40787430512177132,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/치킨갈릭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
762,40787430512177132,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/버터장조림주먹밥 500G_UJ/냉동,1,1,0,0,택배배송,냉동,-,11.0
763,40787430512177132,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/치즈닭갈비주먹밥 500G_UJ/냉동,1,1,0,0,택배배송,냉동,-,11.0
764,40787430512177132,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/김치치즈주먹밥 500G_BC/냉동,1,1,0,0,택배배송,냉동,-,11.0
765,40787430512177111,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/소고기버섯주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
766,40787430512177111,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/쿡반 불닭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
767,40787430512177111,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/치킨갈릭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
768,40787430512177111,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/버터장조림주먹밥 500G_UJ/냉동,1,1,0,0,택배배송,냉동,-,11.0
769,40787430512177111,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/치즈닭갈비주먹밥 500G_UJ/냉동,1,1,0,0,택배배송,냉동,-,11.0
770,40787430512177111,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:03,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/김치치즈주먹밥 500G_BC/냉동,1,1,0,0,택배배송,냉동,-,11.0
771,40787430512175872,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 04:54:02,[11번가] 비비고 가자미구이 70Gx2개,1,0,묶음 상품,일반,7721,비비고/가자미구이 70G/냉장,2,2,0,0,택배배송,냉장,-,11.0
772,40787430512175872,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 04:54:02,[11번가] 비비고 고등어구이 60G,1,0,단일 상품,일반,3859,비비고/고등어구이 60G/냉장,1,1,0,0,택배배송,냉장,-,12.0
773,40787430512175872,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 04:54:02,[11번가]비비고 임연수구이 60g x 2,1,0,묶음 상품,일반,7721,비비고/임연수구이 60G/냉장,2,2,0,0,택배배송,냉장,-,21.0
774,40787430512175872,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 04:54:02,[11번가] 비비고 삼치구이 60G,1,0,단일 상품,일반,3859,비비고/삼치구이 60G/냉장,1,1,0,0,택배배송,냉장,-,22.0
775,40787430512174388,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 15:03:02,하선정 멸치액젓 800g,6,0,단일 상품,일반,26100,하선정멸치액젓800g,6,6,0,0,택배배송,상온,-,11.0
776,40787430512174388,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 15:03:02,하선정 까나리액젓 800g,6,0,단일 상품,일반,26100,하선정까나리액젓800G/상온,6,6,0,0,택배배송,상온,-,21.0
777,40787430512174383,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:05,삼호 부산어묵 바른사각240g*2,3,0,단일 상품,일반,7740,삼호/부산어묵 바른사각240g*2/냉장,3,3,0,0,택배배송,냉동,-,11.0
778,40787430512174379,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:09:04,포도씨유500MLX3,1,0,묶음 상품,일반,22800,포도씨유500ML(20년 리뉴얼)/상온,3,3,0,0,택배배송,상온,-,11.0
779,40787430512174370,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 청국장찌개양념 130gX4개,1,0,묶음 상품,일반,6959,다담/청국장찌개양념 130G/24입/냉장,4,4,0,0,택배배송,냉장,-,11.0
780,40787430512174370,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가다담 차돌고추장찌개양념130g 2개,1,0,묶음 상품,일반,3664,다담/차돌고추장찌개양념 130G/24입/냉장,2,2,0,0,택배배송,냉장,-,12.0
781,40787430512174370,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 냉이 된장찌개 양념 140GX4,1,0,묶음 상품,일반,6959,다담/냉이된장찌개양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,-,13.0
782,40787430512174370,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,5218,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,14.0
783,40787430512174359,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,다담 된장찌개 양념  530g,1,0,단일 상품,일반,6980,다담 된장찌개양념 530G/냉장,1,1,0,0,택배배송,냉장,-,11.0
784,40787430512174359,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 청국장찌개 530G,1,0,단일 상품,일반,5998,다담/청국장 양념 530G/냉장,1,1,0,0,택배배송,냉장,-,21.0
785,40787430512174359,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 정통된장찌개 양념 140gX3개,1,0,묶음 상품,일반,5221,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,22.0
786,40787430512174359,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 순두부찌개양념 140gX4개,1,0,묶음 상품,일반,6962,다담/순두부찌개양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,-,23.0
787,40787430512174359,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,5219,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,24.0
788,40787430512174350,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:09:04,[11번가] 햇반큰공기300Gx18개,1,0,묶음 상품,일반,43000,햇반큰공기300G/상온,18,18,0,0,택배배송,상온,-,11.0
789,40787430512174336,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 바지락 순두부찌개 양념 140GX3개입,1,0,묶음 상품,일반,5031,다담/순두부찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,11.0
790,40787430512174336,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가다담 차돌고추장찌개양념130g 2개,1,0,묶음 상품,일반,3533,다담/차돌고추장찌개양념 130G/24입/냉장,2,2,0,0,택배배송,냉장,-,12.0
791,40787430512174336,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 순두부찌개양념 140gX4개,1,0,묶음 상품,일반,6708,다담/순두부찌개양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,-,13.0
792,40787430512174336,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,5028,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,14.0
793,40787430512174326,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 우렁강된장 비빔 양념 140GX3개입,1,0,묶음 상품,일반,4939,다담/우렁강된장비빔양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,11.0
794,40787430512174326,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가]다담 갈치조림양념150g 3개,1,0,묶음 상품,일반,5203,다담/갈치조림양념150G/냉장,3,3,0,0,택배배송,냉장,-,12.0
795,40787430512174326,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,다담 마늘닭볶음탕양념 230gx2,1,0,묶음 상품,일반,5220,다담/마늘닭볶음탕양념 230G/냉장,2,2,0,0,택배배송,냉장,-,13.0
796,40787430512174326,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,4938,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,14.0
797,40787430512174309,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 우렁강된장 비빔 양념 140GX3개입,1,0,묶음 상품,일반,4956,다담/우렁강된장비빔양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,11.0
798,40787430512174309,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가다담 차돌고추장찌개양념130g 2개,1,0,묶음 상품,일반,3480,다담/차돌고추장찌개양념 130G/24입/냉장,2,2,0,0,택배배송,냉장,-,12.0
799,40787430512174309,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,우렁강된장비빔양념140GX4개,1,0,묶음 상품,일반,6608,다담/우렁강된장비빔양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,-,13.0
800,40787430512174309,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,4956,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,14.0
801,40787430512174288,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 정통된장찌개 양념 140gX3개,1,0,묶음 상품,일반,4758,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,11.0
802,40787430512174288,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 다담 정통된장찌개 양념 140gX3개,1,0,묶음 상품,일반,4758,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,12.0
803,40787430512174288,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,다담 마늘닭볶음탕양념 230gx2,1,0,묶음 상품,일반,5028,다담/마늘닭볶음탕양념 230G/냉장,2,2,0,0,택배배송,냉장,-,13.0
804,40787430512174288,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,4756,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,14.0
805,40787430512174261,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 맥스봉치즈1.08KG(27G*40개),1,0,단일 상품,일반,18500,맥스봉치즈1.08KG(27G*40개),1,1,0,0,택배배송,상온,-,11.0
806,40787430512174261,외부몰_직거래_11번가(신),20230511,N,20230514,배송 완료,2023-05-12 15:03:02,[11번가] 맥스봉 체다치즈어랏 400g (20g*20ea) x 2개,1,0,묶음 상품,일반,18500,맥스봉 체다치즈어랏400G (20G*20EA),2,2,0,0,택배배송,상온,-,21.0
807,40787430512174246,외부몰_직거래_11번가(신),20230509,N,20230516,주문취소,,비비고 열무김치 2.3KG,1,0,단일 상품,일반,0,비비고/열무김치 2.3KG(6입)/냉장,1,0,1,0,택배배송,냉장,취소완료,11.0
808,40787430512172567,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 11:33:01,[11번가] 다담 청국장찌개양념 130gX4개,1,0,묶음 상품,일반,6748,다담/청국장찌개양념 130G/24입/냉장,4,4,0,0,택배배송,냉장,-,11.0
809,40787430512172567,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 11:33:01,[11번가] 다담 순두부찌개양념 140gX4개,1,0,묶음 상품,일반,6748,다담/순두부찌개양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,-,12.0
810,40787430512172567,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 11:33:01,우렁강된장비빔양념140GX4개,1,0,묶음 상품,일반,6748,다담/우렁강된장비빔양념 140G/24입/냉장,4,4,0,0,택배배송,냉장,-,13.0
811,40787430512172567,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 11:33:01,다담 정통된장찌개 양념 140gX3,1,0,묶음 상품,일반,5056,다담/정통된장찌개양념 140G/24입/냉장,3,3,0,0,택배배송,냉장,-,14.0
812,40787430512171923,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 15:09:01,[11번가]다시다 쇠고기골 드전문식당용 1kg,3,0,단일 상품,일반,59700,쇠고기다시다골드전문식당용1kg,3,3,0,0,택배배송,상온,-,11.0
813,40787430512171905,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:05,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/소고기버섯주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
814,40787430512171905,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:05,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/쿡반 불닭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
815,40787430512171905,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:05,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/치킨갈릭마요주먹밥 500G/냉동,1,1,0,0,택배배송,냉동,-,11.0
816,40787430512171905,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:05,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/버터장조림주먹밥 500G_UJ/냉동,1,1,0,0,택배배송,냉동,-,11.0
817,40787430512171905,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:05,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/치즈닭갈비주먹밥 500G_UJ/냉동,1,1,0,0,택배배송,냉동,-,11.0
818,40787430512171905,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-14 05:27:05,[복합_마켓전략]주먹밥세트(소고기버섯+불닭마요+갈릭마요+치즈닭갈비+김치치즈+버터장조림),1,0,복합 상품,일반,5650,햇반/김치치즈주먹밥 500G_BC/냉동,1,1,0,0,택배배송,냉동,-,11.0
819,40787430512171881,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 11:33:02,[11번가] 고메 핫도그 크리스피 480g,1,0,단일 상품,일반,9966,고메/크리스피핫도그 400G/냉동,1,1,0,0,택배배송,냉동,-,11.0
820,40787430512171881,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 11:33:02,[11번가] 고메 핫도그 크리스피 480g,1,0,단일 상품,일반,9966,고메/크리스피핫도그 400G/냉동,1,1,0,0,택배배송,냉동,-,12.0
821,40787430512171881,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 11:33:02,[11번가] 고메 핫도그 크리스피 480g,1,0,단일 상품,일반,9968,고메/크리스피핫도그 400G/냉동,1,1,0,0,택배배송,냉동,-,13.0
822,40787430512168749,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 15:09:03,오천년의 신비 명품천일염(굵은입자) 10kg,10,0,단일 상품,일반,344300,명품천일염오천년의신비굵은입자10kg,10,10,0,0,택배배송,상온,-,11.0
823,40787430512163643,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 11:33:02,[복합_마켓전략] 비비고 별미국물요리세트(감자탕2/순대국2/추어탕2),1,0,복합 상품,일반,9299,비비고/추어탕 460G_18입/상온,2,2,0,0,택배배송,상온,-,11.0
824,40787430512163643,외부몰_직거래_11번가(신),20230512,N,20230514,배송 완료,2023-05-12 11:33:02,[복합_마켓전략] 비비고 별미국물요리세트(감자탕2/순대국2/추어탕2),1,0,복합 상품,일반,9299,비비고/감자탕 460G_18입/상온,2,2,0,0,택배배송,상온,-,11.0
